,blocks,repeat,P_ID,t_comp,t_IO,t_IO_plus_t_comp_mean,t_end_loop,t_init,t_IO_plus_t_comp_max,std_comp,std_IO,t_tot_max,std_tot_max,t_comm_mean,t_comm_max,t_block_RMSD_mean,t_block_RMSD_max,std_t_comm_mean,std_t_comm_max,std_t_block_RMSD_mean,std_t_block_RMSD_max,speed_up,std_S,efficiency,std_E,Ideal_Scaling,Ideal_Efficiency
0,1,3.0,0.0,225.66790256500244,423.0817578792572,652.2833701610565,7.62939453125e-07,0.0008173942565917969,667.1929063796998,6.549794305651046,5.881277898934041,652.301207780838,10.092830556060788,0.013274192810058594,0.013274192810058594,652.287933588028,652.287933588028,0.0015925613242282958,0.0015925613242282958,10.091520132384996,10.091520132384996,1.0,0.02188163640486524,1.0,0.02188163640486524,1,1.0
1,8,3.0,3.5,28.615786707401277,52.92834581136704,82.01234831213951,1.0371208190917968e-06,0.0004428684711456299,91.3915331363678,1.136494439927994,2.274300546193353,89.15481052398681,3.6315285261714756,0.012787115573883057,0.014107847213745117,82.01323671340943,89.1418529510498,8.169906925989588e-05,0.0002163120538989339,0.8606776401294216,3.6302980535946006,7.316500410320972,0.31879858413998063,0.9145625512901215,0.03984982301749758,8,1.0
2,16,3.0,7.5,14.320861795544625,26.260653406381607,40.81544691622257,9.268522262573243e-07,0.0007766187191009521,46.35331058502197,0.4668002677563385,0.9226132396947586,45.0685932636261,1.8820317244887856,0.01301419734954834,0.015572690963745117,40.81646388471127,45.05366134643555,0.0014230477441450407,0.001403644586362551,0.1501139640988609,1.8812403751406606,14.473520483881986,0.6445577154996248,0.9045950302426241,0.04028485721872655,16,1.0
3,24,3.0,11.5,9.592719620466232,17.7063189804554,27.454126493136087,9.000301361083984e-07,0.0010401904582977295,30.80563545227051,0.3182492589237067,0.5518886557789295,30.27231764793396,0.34544898509961425,0.010823804140090943,0.015685272216796876,27.455339630444843,30.26075711250305,0.0011083108648232947,0.0018861590901945906,0.21322892287718,0.3431893681581973,21.547778910325903,0.4142683914752543,0.8978241212635792,0.017261182978135597,24,1.0
4,32,3.0,15.5,7.179971548914909,13.288817103207112,20.584909538924695,8.553266525268554e-07,0.0008012816309928894,23.376532077789307,0.2381775934028861,0.4378851885552833,22.909182834625245,0.30305714629430347,0.00973181426525116,0.01847872734069824,20.585849860310553,22.89871726036072,0.0005892266225319378,0.0016810845033609172,0.1296799760208673,0.29748238856444387,28.473351166194426,0.579626595421884,0.8897922239435758,0.018113331106933875,32,1.0
5,40,3.0,19.5,5.716896303892136,10.555865733623504,16.36571920156479,9.012222290039062e-07,0.0006463587284088135,18.900968074798588,0.18900119386798106,0.3554311807096866,18.375833797454835,0.3522798878774694,0.008586267232894896,0.015266656875610352,16.36648361802101,18.369357204437257,0.00031066122553934236,0.0005966447450021822,0.0613098459018959,0.35408424196470784,35.49777468444375,0.8745167135319546,0.8874443671110936,0.021862917838298863,40,1.0
6,48,3.0,23.5,4.807960268855095,8.88066954811414,13.766486885150274,8.97049903869629e-07,0.0006752332051595052,15.601937532424927,0.16133279274449805,0.27763723480314145,15.279915189743042,0.24641779107248757,0.008467739820480347,0.01612200736999512,13.76726670662562,15.269831895828247,0.00019811239394847388,0.00020799712542134203,0.06869128686236926,0.24478281108525812,42.69010656673727,0.9540834610605584,0.8893772201403598,0.019876738772094966,48,1.0
7,56,3.0,27.5,4.096141187633787,7.632764907394137,11.795647378478732,8.98327146257673e-07,0.00039145180157252723,13.658234119415285,0.1491581856199994,0.2551265362991516,13.345139598846435,0.20407628265478145,0.008650856358664376,0.016619396209716798,11.796133701290405,13.334917211532593,0.0004766904066996861,0.0013374865941080162,0.0398455874742626,0.20138441553922853,48.879309425674606,1.0633399017164669,0.8728448111727608,0.018988212530651194,56,1.0
8,64,3.0,31.5,3.5971115224063395,6.674835585057735,10.330171766132116,8.776783943176269e-07,0.0003490045666694641,11.96292233467102,0.12319606967758598,0.22187373433007632,11.70318512916565,0.2220477813036941,0.012310519814491272,0.021959257125854493,10.330608355998994,11.692544651031493,0.004524050391821393,0.006186870984506793,0.05024362279121634,0.21647131067905204,55.73706649784,1.3645775693368063,0.87089166402875,0.0213215245208876,64,1.0
9,72,3.0,35.5,3.187620931201511,5.940740089946323,9.180125792158975,8.616182539198134e-07,0.0003843016094631619,10.37723445892334,0.10576533359444396,0.19482804510152904,10.327210569381714,0.06770530671786011,0.009234986040327284,0.018391132354736328,9.180591931607989,10.316513633728027,0.00045333377373410206,0.0010015788714667056,0.025432754735831856,0.06295793172856123,63.163349231475095,1.0614154718395616,0.877268739326043,0.014741881553327245,72,1.0
10,96,3.0,47.5,2.4084909985462826,4.520168960591158,6.96760548055172,9.045004844665528e-07,0.0002667754888534546,7.954721450805664,0.08153474108810538,0.19028422910175946,7.8149316787719725,0.10718648491832787,0.011917476852734882,0.02247910499572754,6.967942813038826,7.801209449768066,0.002469620681204979,0.0027312028512631223,0.12350142400380082,0.1081389639074554,83.46857459454331,1.7258441691445239,0.8694643186931595,0.01797754342858879,96,1.0
11,120,3.0,59.5,1.9191885284582775,3.613709797859192,5.5639667801062265,9.115537007649739e-07,0.00021425843238830566,6.666683912277223,0.06593099325103509,0.1501981719174989,6.36077880859375,0.18440059950701226,0.012381174564361571,0.02503829002380371,5.564243875344594,6.352025508880615,0.0024494534562261596,0.005325829351853888,0.06960260123783103,0.1851484754384484,102.55052524378688,3.369901214061617,0.8545877103648907,0.028082510117180142,120,1.0
12,144,3.0,71.5,1.6049057910839717,2.982937675383356,4.613780716723866,8.715523613823784e-07,0.0001974324385325114,5.5794737339019775,0.05581552396865012,0.13245323480754245,5.3043616771697994,0.17309156889429486,0.011888076861699423,0.0243319034576416,4.614034994443257,5.293023490905762,0.00012045219466658627,0.0011240418520578701,0.059057922116955,0.1686549850274233,122.97449674074271,4.441143519056901,0.8539895606996022,0.030841274437895146,144,1.0
13,168,3.0,83.5,1.3766328471047538,2.5587178999469393,3.95748840769132,8.381548381987072e-07,0.0001536704245067778,4.88326907157898,0.04981968717420031,0.11659590015990426,4.588718461990356,0.19320162827826748,0.016418663093021937,0.03268189430236816,3.9576942696457813,4.569594001770019,0.003733237747785321,0.007713058816099163,0.054961390314882994,0.18750449280798062,142.1532423887044,6.376515421006379,0.8461502523137167,0.03795544893456178,168,1.0
14,192,3.0,95.5,1.2060026387373606,2.240156018982331,3.465531975030899,8.689860502878825e-07,0.00015100712577501932,4.336488723754884,0.042339715541835514,0.11258935557986031,4.014542531967163,0.20891861909561166,0.02058290094137192,0.03667497634887695,3.4657323487102984,3.9929759979248045,0.0060416581628780774,0.006922048444943069,0.05750581614278818,0.20583690137864127,162.48456769025793,8.821598195959178,0.8462737900534267,0.04594582393728738,192,1.0
15,288,3.5,143.5,0.8015287572311031,1.485574983474281,2.2996416348550053,9.015202522277832e-07,0.00010240864422586229,2.730130672454834,0.027970029896995485,0.04863156352052552,2.6793012022972107,0.04920704816711033,0.022168631561928324,0.04304790496826172,2.29978579779466,2.6554664969444275,0.003413831832191296,0.0035221529538431114,0.005781189870531377,0.06071984977020476,243.4594539880624,5.846572637666787,0.8453453263474389,0.02030059943634301,288,1.0
16,384,3.0,191.5,0.6094705997655789,1.206051536028584,1.8250742184619109,8.633981148401897e-07,9.005429844061534e-05,2.506204128265381,0.031105604306480298,0.1446912789676653,2.2970392227172853,0.2617306416087987,0.03145842278997103,0.06256780624389649,1.825202126428485,2.25933952331543,0.004445258569412494,0.012838460247400447,0.10727520443056586,0.2546725049481338,283.9747799383232,32.653791974369526,0.7395176560893834,0.08503591659992064,384,1.0
